GUID,Val1+Val2,IsDuplicateGuid (Y or N),Is Val3 length greater than the average length of Val3 (Y or N)
NGMX9VGWSHPAG841BS3QGFWGSNT3ZYRB,638287,N,Y
H9IALEV03O87LWL3S12DKGCZD9A7C7WI,1304576,N,Y
Y27JVV9UJE85KTSZ3FRX9ZXGKZIFNBWG,169189,N,Y
XZJLK8GL65OVG3R1QX9QNH64I4ZX60E8,709294,N,Y
35C36OPX4OYLZ6DWEBU8T0N4WWWENQHO,1218322,N,Y
86S4CJMGRO3P4GBL3MJL3D3VCGVYKD41,1246023,N,N
3I5DS1A5ZY54HPUL71S031WP4X24LZ61,1677079,N,N
6A5989NSPPEKA3C176L4WRRKTF9OTN5W,1055318,N,Y
I3DKK052D6WCB03KO90Z5W5HTYUM62KC,677672,N,N
F6CCU81RENF6HC5S44S1AOFXTXFBI9ZR,723515,N,N
OMZ7TOTLCBA527NRNXGILJWJ1L0E0FHZ,1577262,N,N
0RYRMFRRLBO086K5MEA5XON1GHCJDLZP,893285,N,Y
1ZQV97S77TPUOOGUIKG14EZROVV5K830,850228,N,Y
VXLGQHRST2FM2JEC421HSW9PB7UUVDHC,1859167,N,Y
DVBISD6DE0DQYWF2CBPQC28YZLUH1NKI,17226,N,Y
QQ03ZUOUBAO665HB0JHPBHLTIQB8I1K1,1622126,N,N
ZDGKJVODAS17LY7C7KPNGMV5YXRG67CE,994729,N,N
NDJA3LN7UDBZRVX6JI06B9J9RD8OF1TN,545511,N,N
W2XMHOXLULM3M15K257498HEBZ033DGL,1088713,N,N
XV0XBLT6VF66G70NI9Z1VZHQAXPI3DZV,491142,N,N
R92WWCJJCCYTIH6QMU22MIGBR51QJYMP,1066859,N,Y
DMOMT4CUUQ4O1XPCOQ8AFAKRRKWA5I1R,647066,N,N
AZO22CJ2E9BV11DO8RJOZEBOQBW3V5L2,1400378,N,N
VRL9395L01GS1HVRKUXOCHZFUDDTANLU,1769313,N,N
4AKDVDWI7PYNWJ41Y35DGYM2NKUA5S0Y,982509,N,N
ZMQRGIYQO1CI79423SZEUMMZMX0UG7W0,948142,N,Y
VEUKYLNQ8PDI7K2ORUAFIQZ135XAVYM4,792903,N,N
24MUHPNSBFBMAZ755XBDZMSYYCPAZJ8A,1388063,N,N
X1UNOBCAZQDPSZD0YZ5GT4BRT1EY77D3,1153809,N,N
8C3SE4Y0P3P46LLPTX3LU3M9BAB4P38X,1377117,N,Y
SRVVDMMIXL41SBIR85M7YD24YO9JOJ1D,750713,N,N
ETBJIV9D3I8NN6JIQ8I8KQWWQ7HS9UM6,1317570,N,N
Z9PKRAA6BXIZO18Q689EOXDGWACHGT83,1084312,N,Y
06I4ZJ0HL5LTQNMZBB4HPEPMF7QLTS45,1026285,N,Y
GQYF4XAUXJVWMA4CWDTFF1Q89Z01KLL4,262976,N,N
1PRUF1EJMVFT25DRP6YPZYP2ZZA7OGDT,521019,N,Y
BWQSFQUHCPR6ES9FFMHEN070SXJS7D7I,791177,N,N
NNAKGPG4GQQG5FEDIQ2IF18KO8EY4ZSU,976025,N,Y
40TFZ2YFDGZYQYX0K5PW0AE3MN89H9VA,1158475,N,Y
NW7K1JGTTXGL0E24J1M4H4RAAJ2PDVKQ,1040578,N,N
QJTP7L4MG7KR5PYWLKL1WDV3QU5WBIOX,1355281,N,Y
BXJ1BILP9Y27MS9Q4DMPG51E3CNGGIXU,603899,N,N
9OJYG8XSFTGRC794GHVFGGJ0AJWEYH7F,616321,N,N
NUBB3WDJ002KIWMG550L5YWXP6AZCR3U,667614,N,N
SV1ECVCAW1PU8Y8U345YD7H8S18EQZGH,1387658,N,Y
NBZAATRS8TVTOPFDB3HR9608HY8K6S61,439993,N,Y
XZO12788G0RHDZIOYT490PQENR13SXTD,1035613,N,Y
CXKWYANRNXS3DOAZMLT51PE2VO66TZXS,1098050,N,N
Q4WJ0FA1XUVMPPY4GKVHR4L4MW82EAPU,1201936,N,Y
BTJ5WO65K53BCCP83P68HQBBVIA9DXQN,1831472,N,Y
J2HOB9XJNK8KH5FYG5Z6LZGOQLG4HFX5,448625,N,N
QTNB3OPMVZDHZVTGM7X5G9S7HVE4CMAT,955941,N,N
6VC0MBCEIMRBK0QAPFH5JJ9XFMYBRSG3,1318226,N,Y
13958BOYPG7ANOQYIF4JC99FQASVZSHI,744909,N,Y
T334O57FTTM7FTYH7BR7X5HR9YGI75LT,522557,N,N
1I0UJ9UTU5CNFBNLD73QEAIA3Y3HAX65,673302,N,N
81WXZFT0BGPCR9TBCDRSX73C4IRRLZ42,687080,N,N
WVTJ92AECA5HOMPEX1Z0NP7U3D6G2ENA,881754,N,Y
ZSJ3ZDZB6BX4EF7D8BT14AZ1MV2W8ERD,1331409,N,Y
4C2H0NPX972HAK7PYJ1GWNM1FSNOIA5Z,1632142,N,N
AJ7ZLOD4W29FXBRDH8FXOAOFVHE6NS7V,945772,N,Y
T83HOD7Y2R76BOMVEF722V2V8F1UYSOC,734253,N,Y
E6AA08SF3ZXBAXNJGNBQOILVDLURAQMD,533597,N,N
2MZKS15141U8YPKLYSPA27QDEYHXYMWL,1025604,N,Y
YGMP0TENBA5GRPY7NET2OJA5OHFE6RJZ,1438220,N,Y
MD8QOXMJ7VPZUZ0KSU38FFSLF26GRNTY,778428,N,N
R17FERY9R1ZTQL6K6Q52XES5H0UME39L,1336315,N,N
M2G7N8ZIA5E253H2B7S0TOCFLLX9PABK,952015,N,N
K8EGYPH1RY9DZICBT4PUUMSEUA8TQW7Q,806403,N,Y
US6SGUG52YA56B9O2560RKC3V00NNBZO,433734,N,Y
MV3LZNU66NO867W4GU6GGTGILS941LHN,1143304,N,N
8UPXEAXBRRKRWI5B4XEQY16ZU7J5E9YU,647031,N,Y
XY5S5S9LF294Z2XIDKKOFNVCV4W64KTX,563123,N,N
W5LY4B91IAKILWWRCQDNTLX6HULYGH83,929420,N,Y
4M2O1LMKNWGAUPXMQ49MTENCAO2LW96K,1043370,N,Y
JKZ86JUD1J9BYGQ8RCGWZ7ONO5VCEC83,1336265,N,N
K9IRQDRAUKEP31OSH38U6T5R9H9JBZMB,792819,N,N
YDUYCFXZEA0IKAOLMHQXFSTFMR1OYA2J,888600,N,N
8SNPF6D59MNKXRHH741PD24YAHSVP8C8,81261,N,N
L3EVZL526XATMIWHA367L9PQEDB9X3FU,1456585,N,N
XX5F6IZ6J3OR539EJ3GZTT6MTJOFO92M,743759,N,N
09O24RF8V83DMAWOPVQHNIOF5EBIM091,1191717,N,N
FIY7X5GJ0UBVG8O6PTT0A0IRNLTOT0TP,1151038,N,N
422U30VQEBHU1D0ELYWTZ7Q8CB41X6DS,1526118,N,N
UWP9IJ4N6XTO4LKN16OXLPNWOQ1VULDU,1635431,N,Y
C6KPOY3KKVM3N0E9505D4H4D34IPTC8C,587966,N,N
P9DC3AB755WFBGTND1GTA0FMOZCWL0N8,349973,N,N
ESZGERIXX4K02ZQVZBSNFCNKYY205LVV,1134938,N,Y
L5K30SHDL59KY82NIVHUFIQR8K59QOKB,1195601,N,N
4EXGBH8OE5XYHGJFBYCQD5L22TNCG7PK,674957,N,Y
M50NBKA9LRRXUEZ8Y3EIVMHRNW49NUDS,779265,N,N
F3ZHXZS06HNN3PJ3T298B8ZKYD4UX8PE,1351488,N,Y
DTCY3IGPYA9CI482F2E7PA4XJ1VO335P,594448,N,N
X6TFU4XHM2TNTXZFRCQGTW4ZG67PLEOF,500914,N,Y
DAQXV2GEIJ7CYOYE62AAF7K7H2BSZWCL,960394,N,N
VY63VQNRUDWJTBV1FBSPJGRSUVDMXKCD,1380111,N,N
7076KLPVEWC1AUTX9Y8CI5HVSR3HO4FW,466964,N,Y
RSVITF2LT4GOANPDG77BU88LBMD6UW46,927958,N,Y
7ER0NFNYRORPSOKUBX49T2M2WDTQPC77,1133982,N,Y
QUG744NG3PSIN7F8HPQ2TFY48G5WU378,1016205,N,N
J0Y9G503EF24I9T5MT4OYW41DTESEW3Q,937597,N,N
RMQ6GD32V4KSR80011Q02MYFWGS5XNE5,789558,N,Y
8I4O3BDJW57TCWKFXYNXAF953MM411BZ,1064658,N,Y
JYT1QZZKG0FR5ZKO95D5B3GH50UXS4JT,426285,N,N
77AJ8NMH9QLM3A5Z1GDHOTQH74RF2H7J,1516240,N,N
X60VKV24ULBEDK5RYOAV8SBGXTEFHHNJ,1365334,N,Y
BGE6KQGO9453KOEEQHIXRXHTZD5JU8OP,1553003,N,N
QXS6Q0CY2ODGM891YT9A9R72I6YA8YTD,1501979,N,Y
OLSW5ZFQXBYWSULTZKI21NEMV41JE0TB,757594,N,Y
QFKVUWX4L1D2ZRXUM2QT14XAQP26C790,1088424,N,N
KGBNMA09QGVS1N7DAMJ9IGVXR5CO8YO6,1011046,N,Y
XTS5THCACDP4TAM1Y50VZDDIO0RYBPBR,1422428,N,N
QIS89SUDGE3KJ4YA1FNDB8PBRBIVMG0Z,924558,N,N
5MWSXC35A7070KZ6PLJUEK0D1B5H1TAH,687132,N,N
L5UB3ZPFBMGPPZUCMX3X9BQEZTT4P8T2,862134,N,Y
L3KKEXF5TTY16MNDICVD724L4MY5JRVC,960630,N,N
CP8ARVU37X7083KPHFZADJSJGHY8WOSO,1043483,N,N
B4PMBL36IPRARIFC3DO0WC2CJBROWRIU,1218188,N,N
J6JUS6FHN9XZNQQBS3TW1BLIHGUSJNQA,189351,N,N
PGF6KVSE8Z2GE8Q8SZFQUL0494LRZ2P0,297626,N,N
RMQBN74O6SET2SSW7C9PYSE77K0PJSGA,944034,N,N
DI1Y50ADH19LSBSU58WW11SF6SOFC0PX,287682,N,N
3NQB4TL3GI545DORMIAKGPA5J4PKBB27,729785,N,Y
H19KO8KMDFO47COXSPUVAV0Q6Y385N83,1769264,N,Y
V13JUKQKTC4I4OE0S7BKQIHI940F0R8R,1589422,N,Y
1FDMPO1KWVM78PCF6JHNND1OTN8PRA95,1039594,N,N
I8FFKZIB4LJ6ERLA8HHIGUDZOQF5LKXM,1759710,N,Y
CVZ2L6VH294R4UNAS2BERR67ZK9GB7G5,1606620,N,Y
6I0YZC9VVJUWDV2QS55ZPF8PZ9FZJZE0,1119509,N,Y
7GMORGW973CGJ9DRCSKW91VQZWTTKGTN,1902349,N,N
UZ1BGYZ0WWEAJIEQ1VUY2BK1I2BNNHQF,1715760,N,N
MUOW7VMAXB3WMSRU3OA4XATMBTMLYMIE,1523554,N,Y
IOT237UXZLJ16II3IHLBRRWN3Y92KH79,1179506,N,N
BSZ6F7TWL95R76UTBYNQHVJCAFF40BFY,464317,N,Y
FOBCHUV5Y1QB4N6F108MKFUFGPRKLXP4,575420,N,Y
DTV951KSZOWKHXW3L8SZPSW0M6YDWKRT,444693,N,Y
DVZCVG0VYQYB2DBCDEAZTI3N2IDXHHSW,824513,N,N
6D8OSF1M3ULLKUMH1X4696T7YALGJ73D,1417486,N,N
KZQ6ACWITQ71N5AIFK3Z9SZJ2W3HNWTV,849419,N,N
N0HW9HOSCOMAVIJL65WWP2EW71087S3M,754597,N,N
D08S1O8G13TEDNPCS6QGD5ADJ052MK9C,833206,N,N
PWXK2K70T6Y4T8PM14E3W4SZNP2RS3WK,1338661,N,N
GPAWND2GMR2QPHQZM8HSVDQRA2AI7I8B,903745,N,Y
1XXH9VTGHNKJ1U37KODXYI95E6GCEB4L,1487047,N,Y
ZGJCUNOKSDFFW8SEAL8593R5GAPBE6VP,891167,N,N
RWP5H3CHR7ICCOFM6G125C0ZYMX3SDGN,1530304,N,N
XK0KR692GTC6ZE4F35DAXOAWJ2PIYQPL,804219,N,Y
UXTVGKMX03QL6HNHMWDG58EWNT8H9C7D,1575790,N,Y
YICJK2O9N4DIRI9BXJZTZ6LV3L2Z8NYF,1419080,N,Y
M87280IQ0G7O4AF4LN23RHOIGTY3Q10X,1407135,N,N
9GE3WRVBIM30RB2OBZMS0BY4HZA2I4X4,1614223,N,N
WXCB9ZM9TTADJ32B0ZMB052ES2P6LLK7,1550029,N,N
RGZRDGLRLPSG5FWNIW88EGUV78DSVU6V,660277,N,N
3KHTLXKM9MZ9QHH8DOEPTYS2NWDIKP8J,875703,N,Y
BZ3GDHU2HHB2CTKJ3ZFUVY1HLSO4MDOO,1820496,N,Y
6H5WFX9887XUUAREI6NY9ITRSKM477HL,162872,N,Y
D1X64QPVPKWEMCDZFWI0LISQAHNNGFSR,1604268,N,N
VJAOV4W96UOZL7EPEGHPQFDHV38H9V87,1596723,N,Y
MM1B2BTDI25VXPQS6CFAF78KY2HN8CZL,1587581,N,Y
IMQ3CZH3CY7QVTYHFII1OOS0Q86RGPEM,1018665,N,N
3O33ILX9DAUDKX9JUD40UIUNNY5KX6UR,1247650,N,Y
UTRD0RBLI8J1QEKAHJSQVE81Q2VWX1RZ,888011,N,Y
LW2XGDEMN9M2UAOBBGXRIN1HV7SQXFTP,838283,N,Y
EYDK6FXQZY3BCLDXGOJD91CX6ER45CL2,1334555,N,Y
VE52A6YCCQILZL3U24461N2CQNRO03WQ,728402,N,Y
ZJI0YG15ZRPVAG6WHXTI391ISAOS3MIZ,1377463,N,Y
U9HSDTW4Q5B1IZNLK2DAD2KF68AFY1P4,703456,N,N
Q41VXRRF4BFXMSN36MLBP3GYK4S5GW4N,808017,N,N
47KI6VAMRFCHFLTXY7PM3S3JDRMIQVUT,1313655,N,N
WBI1HM936J76BOEB746BFEGA00HLCKAX,955186,N,N
M2NWFJRU12MRVN5NJIMLZPC2MDV3944A,1298225,N,N
UORWYHFSRW7Z73B0S4C6N4SPY81COAS6,896508,N,Y
HD2IUZBIZW1DYT0K2G08FZIC0OIILTOH,972544,N,Y
NR6O9PAJPYAMSNIPGKUI6N48PYR81CM1,992466,N,N
HCHUSW6RYFG62Q2L25T5GY3LQKX5Z8S7,1362818,N,Y
F4QH3UU8AEUEHZENW6VQYZ5FY28N7TQX,1055604,N,N
AMAALEG0IMH054BLHFUODF9JW94PFRF2,971203,N,Y
CX7HW41IN81TOLTRLDO4QGUDGG0HUAFB,1114033,N,N
5OLZ14FZHOV70KC6TJCMCIN6M1H8GDLU,1546426,N,N
7O7FRHAO02RX4U0TTPC03QTY2EWIOMMC,966480,N,N
BDQQ0562LKNT9ZNHHVGOB8IX2I23WXQG,1037589,N,Y
203KNK6RGZWOJKWXWJ4NEYNI79CUPV90,193463,N,N
WJYBP25U4BE8LIAUU05XLQID77EUUO2Y,1140239,N,Y
V4WV2EWPB4IL05TP8YW9DN3MT0EO1N0P,1249293,N,N
J02QH97579NOE0WURNL010UHGRQ9P8B1,482023,N,N
JIDP6ASD1Y1U5W5VJNVKD99S9M2VZ3FT,912223,N,N
8SBZB9N3C57GXLBEJAS4CS9UCOJ1YMVW,1334548,N,Y
AYN85O7C7EFEQ73E641B1GLJ38RTQID6,1248480,N,N
8Y0JDPUBRFL18S7BMCV0B1DPZPFY22C5,827371,N,N
RDBKDCRHNBWKUA4HBRYS3HYF7JLEWE48,884490,N,N
VFNI6OHPUXEZHR43SPOMWTVMEH3WDMHK,291828,N,N
NDAFKQ59OTZ8BKUQGMDTRDL9ZLNHXXY9,544946,N,Y
2UOS86BV1BTYLYW9FJWC9JG4N8WNFVWD,798962,N,N
7P6ZDS5O037AYFSXX9RTD2QJI3VQ2DMX,449252,N,N
33SLVNY4473D16SWK2PPUI3Q12RHJTEK,98382,N,N
YDLA465JDQW8JD0RHPXEOJKQ2L17IKCA,1380990,N,N
99M3ZF3BPBXTGASYSA6S0Z9XBC1T8ODA,871790,N,Y
15U6YSRGK813845ZHDIKDUFIWTWZF7ZA,572320,N,Y
5IU7CJ82WAEW16LMIS4V5EWHM0VTH7ZG,1767095,N,N
C3GZEN3PU8LWCFRU2NXV9BVCOCJKXH5M,317547,N,Y
W4EVUMOP564RQZI4UYL0PRJ3XF3L5GRM,297104,N,Y
R3LGI5P619NP04C05MNX4M0DEGOSHJKA,1050511,N,Y
1YHZKELGW4Y2JMYCS4GEHP9CL0WFU07D,624214,N,Y
UR0CQK8OQNCBOWB6W8DKZ9E72RTLCBIT,1965462,N,N
ZN1FCYK67BLNGVTAKBRTB33TYM7DEO8A,986501,N,N
OLDLRPB5OUBPCHKHB6Z7VB5GNIDW046T,1428742,N,N
7Z93VKWNQN1JG6AJQZUWBMNCUVT8VGEN,588644,N,Y
OVRCWZ6L0EHPMPSVQ3I3I2WV8NUIS262,914814,N,Y
DKRR6SPNLW5ST4103S0JBM0DTSG2U426,796536,N,Y
FATLX41KKK1XR82I3U91KOA712905V9Z,1425874,N,N
0GO0H8B613FLLMYH4XTLRWPFHV2OWCIG,1569023,N,N
L99O5X3CYXJDMGT01FU17XP3HB5BPAY0,948169,N,Y
DLEDJRXDHVBUB1MZ2S6RQDM8H29LVYZI,1941017,N,N
0WC12FN7QC4MYURZEYLPNI0UU38WDDYL,1407793,N,N
DC2JBS1C9GBL43XWNRATVH2O60I8XCY3,383456,N,N
K0JO83MHRZCRLP1NWOBU4ZP8IHKMPGWY,1258716,N,N
H6EDUUHN9IPYIDMRKZHXQ1793TTQRRWP,709930,N,N
10DYEEHDLNQDW6G170U080SM2QC5ZLEC,666509,N,N
16OOE9IXQV2QKREBIZ1FZ85E929WI9CR,552776,N,N
4QNLB0UJAWN5CB5P8T8ET66JXE9NJ5TA,798527,N,N
A0E1HY6TJU9QZIX6QYD4T1DP426PZEFH,919729,N,Y
9Z71OVWNGURJ7D0A2SLXRBVE00V06ILK,1895776,N,Y
FB5E0RUQ0WHDKXQJPVFNY7OUVMYD6TKB,700371,N,Y
OHAX0I228OMEYYDBWDRPJ1I009EUH7D7,890398,N,Y
DXWPC9JX0TBV8SQ7TXHRO8XPPGTI1B5I,1476457,N,Y
G05K9BIU4PAHS4Q9XN2H48NPCRK7VZ6N,1248488,N,N
CSOONOVM008WIZTB1LO5JLR5EFXLEODP,599937,N,Y
ASDM44WMFH4FXUJC7DXMVABRQHLZO56O,1302737,N,Y
Q7YMX9E2ZQEI7NX2RDNSQSCT1QLD12FX,369449,N,Y
CW7LZ4SR0AFPAT3Y78PF80WC4ADVUMUV,659471,N,N
L5QK42BU0S9G1FVX9NK3DOS2QG36DMX8,759675,N,N
5AMHEETHA2EBRCHQUJJMRAEIFENK339H,899538,N,Y
R9E2U3O40RC7OU0OSSEKBM6BQ5WPUE6P,350101,N,Y
31OP9V4BU1N4HZZ30WC6Y9LP61TQUQWH,446050,N,N
94D936UKA3AF2WUJG0GAAZNRR89FX0C2,1204356,N,N
6T8P68CHAMFTUG5XN7EKQH54HINW16BH,368547,N,N
BNSCRYS1EX4DRJJ1FL8HH73LQ3B1HRUT,1180616,N,N
BF8OHCZW1BTPSBOU6T2C5788RDCL8W6P,1284408,N,Y
V604SHCEUG0GRQGXKJKDT2XZIN31G338,887174,N,N
IEV3G81K0IP64KZVEJBHTZAASI33YMBC,1367882,N,Y
B982VU2651GBUCO2UXFL2X8DBDHB8W8X,924122,N,N
NBVPJT18ZAE6Q4SQ06SCCA1TSAG813CQ,1214149,N,N
D6XDVHM3W9FRF2HL9IN03DR4E72O33JS,1021003,N,N
BP70VBXHZ1FW327EOMY6YDF9SUP6N0QM,381030,N,Y
XIJUMAKUVGMG2MDN8FU1UVUALP5LT5WD,582673,N,Y
N56D9XNFGEBXKKN02L2L28TI2U5H6H94,1089716,N,N
E7599MONB0HX4WXSPFXA48SGYKQO3QOI,374604,N,Y
Y33JC9PVGWJFHXCCPX4C10ZIW80611HR,1051358,N,Y
DUKBHPEYV04IOORZKXRKXJ7J3Q9T853M,1677670,N,N
X5OKWKY25UHERK9BJNEI0EAC0LYLHG4G,1247179,N,N
94YKBD2VHPZY24W3BQGNNIYGCZPFG9DW,717929,N,N
I70ITBAGVNH8UN9ST8ZI772SVHUI9C3Q,1006006,N,N
ODA5Z22143B46WNJKPLLPBHBAUZG0J2D,907660,N,Y
LV9422WBC2O3JPB2FAENFK5VJ6QQTJ49,768870,N,N
PQYDED6IRF9RIMIRFPANOR72ZZP8LJAV,1093723,N,N
220DP93TMTHSLSSU87PCO850MUQIOU70,1002592,N,N
XQ7Q4MTB580OD8DLAHH40443D9SQLXY5,1104540,N,N
F19LWZTEW36YV1LNX02ZO8JGA5LVNZSD,1488665,N,N
9BBMRR5XZCSUKUAC8KAC7JV9ULOQMAFC,1378558,N,Y
PFAWYWYAIK4MQ87Q27TL7U06H0VPQMSB,172845,N,N
EVXKY21AQNYY0T9UQP1J9QJTIYCVURUW,1321545,N,N
0JYU19VAZ7VE607XANMRE6N6J8KJE3R5,662006,N,Y
LDJ5SZJ04T35FONO1CKELPIN3BO32NP6,819870,N,N
FKDYB9O9MEEKXPLQ6Y9KAAPY2CTK7PIZ,1490270,N,N
6RRKQ0C82OEIAA5IW2URWIWXELU4U0KI,1169767,N,N
MQYQBRK85AB80AQ2AY6KCNZO2FDAUD3R,938846,N,Y
MYKCXZ7U6FJHJ73DISYWSO9241LRYELR,1186737,N,Y
6TO3Q98H6BBBKZPIFJC21MG2E3MXL6F1,652626,N,N
O0GU6M4O6JE3J3VSWVQFV079C5X6L9Y2,1498542,N,Y
YRAB998SYQ3NY5SG7JQS86PGAIKL90Z8,1448399,N,N
ZDDPY3BU6Z7EWOFSRTH0LPCM32ECPOPY,462262,N,Y
L1QPVE5RLNT9O7OIE3DGHZ2J83FB7A8B,1363715,N,N
0IK0H2J6HTKJ8WX3IBKY2URK73JWRX9R,341891,N,N
LDHKFBGJICRVJL6IEWH4M9RMQNBSNQGM,1475817,N,Y
CZM5L5JOVCRQZG41DRWTJ5M7QPFNFINV,665974,N,Y
SZQLQ2T67AK7U4F553474C0TKJJ5C88O,750336,N,Y
CZ67S72G6ZLAHCUK0W026RGW7FS2FOTS,1060935,N,N
7AHK6IJCFX9P3052QZCPJN97PR9FDYKM,569142,N,N
M7IKRQ6JBEPQIS6OX7OCKJKP8VCZYSGM,738410,N,N
R4SYYAO5PG254I1578GI64S1GPA972IS,1290525,N,Y
P0P993OCS7LSV0M3DCROQAKB49M1YHCG,846231,N,Y
CY1ALGFS0C84OLV3312ONIDC7UWM6UU7,442665,N,N
8MNMY4IO5UV65JXOVZ1JKCUSER1RHPQ3,919208,N,N
TBXWVESNUKEE8TS17LP64JJAPMKUEUGV,842322,N,N
WGDO4C45SG2MKVQC6N2GTIEW9LINU963,545146,N,N
T3EI7Z2DTQS1UDWPXOVTEU0NXC6ZDO4C,973536,N,N
DUYL90R8JB41QUWOQCA24IZGKJVQOV7Q,1191535,N,Y
YOCFCU4TD77OQQVAA9M6BEADCTDHPIQP,1858681,N,Y
6FTOK7DPWCRMIJIXJALFHBJCAYT42RJH,808355,N,Y
EQ83TUCMGJSF96RUPXTUO2A8RKT7VSQ1,1068951,N,Y
ZNXXNGO4HUWVY0AKY7FG6B9XGLZJG70Y,887922,N,Y
76PWPSP5TCQROJQ24FWYMULW2YCHPX9L,789923,N,N
ERT5FN1WC9L2N6N8TU0T1C8ZB7PWZCAJ,1390993,N,Y
377G9TFYB2OA07SVJYJW26E87U4XX7DG,633965,N,N
Z3KGDNXD40G8IZAZB71HNE0JFDYSDALC,1300007,N,Y
QAAQ2VSG5OBEO6PZBGDFPAUCV70V4AU4,1485355,N,Y
MB951PGV2XJ2C1IBDSE19D0VAYUTESVK,619820,N,Y
K48RW4F6RLC41TTU4SYCPQOCY9J87SX1,984900,N,Y
W0E23YKXP4XRG9SJU7OSNK67XYSXOZEU,1415326,N,N
QMJ3QU4Y15S0UBXY41LVV0LG1GXXJHYV,1407940,N,Y
E5Q7EZOGL6RB4AALRVR9FIRIC7VMW3TK,788659,N,N
IUEAFVO1ZPEKNXWWTB5N3WYZH9NA2RJD,669274,N,Y
WIT5K93E9M65Z091721V5L90Y673DTWT,1759658,N,N
Q9IHUQS0DB4LOTYFQ7D4QFIY75LLMW9L,382119,N,Y
PGEMLTHBWYXVKG9UJV05W0GVG065HHNH,1388992,N,N
6DLHI9K9L6LW77OYSTK3ITE2H05TTCTQ,623365,N,N
7QKWFIYJOJ5X9DPHZC2A6DSQS7OXKOOO,863565,N,N
WVT6IBX1GBQQPUKJKN7FM6778IDKSAKL,391088,N,Y
CKDBH8QDUKT3V8YYDQ6S7UAGFQ2TBTGH,1107206,N,N
1PQX1M5WHXO3XR7FLZ1IC9Z1SCSENYUU,367303,N,N
243ORANHOKQOX15KE4C8OITTBAXSH89J,776433,N,N
B49JROIISP538DQZ48Y6TL420UJ8BJE1,593977,N,Y
EJRPPQEJ1SODIUSNK41GJ6WD5ZSX5MFS,660949,N,N
FAENOFBA4JFHZ6O6APE4JQSN9HAXN73M,1041351,N,N
GHASYNF7LUERRM811I6TK9TN78HKD3CH,453827,N,N
QOUHE0SSGBYSJCUAOP7FP9SHN9FEXWNP,690010,N,N
3ST81LVCE7LMBT5FZJA9DP89F717AGCZ,1207466,N,N
PDP8AXF3NKOH24GJ6JNEV7A99GJ53JRI,1337166,N,Y
9YNLI97RS9EYVSNGJIT9PUR56XIF0XWE,832543,N,Y
ERWR8NH4B7GWLZBS2PSGAE5QEM5DBIDR,1713333,N,Y
FWHC9SQBZZGOCY4LSE6GO5H73M93OY9T,781881,N,N
QZZVV8ZCDLVOCHWQFCX08Q14L4DIMNUM,665837,N,Y
3BWTG69IODQTCONPNL1E1ZXAHU8QMMS7,1336348,N,N
ZWW4Y2ZKDNSK2XRKECCRLO0UUUXXQGTO,1509320,N,Y
IF7K8I5SHA5FNFPGVKH9VCSQMEML197M,1124405,N,N
1AXBNSF44MUB074W3Y3GFLYPNI5OQ6GQ,377731,N,Y
T07GU2ZKH87FK48DNVP7CGLSI04Q5DLD,1274497,N,N
AP51E0CSUPLRXFHCEUY11IL5ZM6DA8PV,1220472,N,Y
EXVBHQQOISAZM0TJKI4WBQES73IP43W7,889969,N,N
SAPHEXJGE0FSZJXMU8SK7YWETEDIMD3R,156825,N,Y
09830EQA0WHQ6VM0WSE2FFMDNFBJ6911,539166,N,Y
ZXEAI214PG1VL3HXAGP0GP9VZ3YGVGAV,659211,N,N
NHHU6WFI0E49TO8EM7J2RN5G28NB0JNJ,1237612,N,Y
2HCSH09PIZBKUFO1025V8ZNP2EAEG3XF,1071807,N,Y
JG99PDP9JGF82V37S7E4REJT3OJ7INUZ,1032138,N,N
W2YAWSW6AG0WT8V3G5IXAL3TZ5DAKNTL,1665391,N,N
FVN5R9CBBHREF1PLZHF02WK7KZ2XDFOJ,1402222,N,Y
2S81M68DGBH6OYQMTDWGWZSDD0S79067,1176709,N,Y
5PT2G531EJO3E8MVR7L01UM2QRGUJRWT,1080912,N,N
HHS2ZVIGKYUFVSM1WHFE8YVRIHZJOEHO,763030,N,N
RXBD6K2AFWQS5XKRZPH95Q4QR5KXWCA9,643901,N,N
VP86EQ9ERVB8QQI9AZA1I4VI178FRAY7,873608,N,N
YNNGTXFZL8D6U5CPS4LDZVU1VTTSBDKW,941155,N,N
Q4XLHFW2LE87AQNOEJT6DM2IMC36Q4JV,76032,N,Y
MWDUC15KI5ACZC9CNW5UG0LT0WMQ9PDX,711541,N,N
8OMY6JSE5L7O66PB5XSMCFKQKNBYGXIJ,580493,N,N
E3OQM4GXL3PZGD1HQSE8VE27J8DULNMX,892629,N,N
2HOI5HDCJP59BPVBVZLHSCJDQFHU6TW4,584124,N,N
CZC0EUYSF5C5UOFNDQM7J8HMMQLGDIAP,760804,N,N
43G1RQKC31BLFSOXMJROWVKY2CZDAOU6,367514,N,Y
YCNMFWMUN0NX99Q8BDSCJYDXGII02NUJ,843028,N,N
TDPUI2QH9PJK0V2HIFXOZOR0IYE1W7H8,1306583,N,N
LVT9L8P8EMRTARIFQZVBI0J6YW57D783,1040893,N,N
4PFONEEN9VQN4WU5UGSMPYSGPSKYW6UN,1380465,N,Y
WTOU2UP4H85CZBAGBI79TM1BW3JUBMX9,519784,N,N
